query-id	corpus-id	score
genQ463	19042-4	1
genQ464	19042-5	1
genQ465	19042-6	1
genQ466	19042-7	1
genQ467	19042-8	1
genQ468	19042-9	1
genQ469	19042-10	1
genQ470	19042-11	1
genQ471	19042-12	1
genQ472	19042-13	1
genQ473	19042-14	1
genQ474	19042-15	1
genQ475	19042-16	1
genQ476	19042-17	1
genQ477	19042-18	1
genQ478	19042-19	1
genQ479	19042-20	1
genQ480	19042-21	1
genQ481	19042-22	1
genQ482	19042-23	1
genQ483	19050-0	1
genQ484	19052-0	1
genQ485	19058-0	1
genQ486	19058-1	1
genQ487	19058-2	1
genQ488	19058-3	1
genQ489	19058-4	1
genQ490	19058-5	1
genQ491	19058-6	1
genQ492	19058-7	1
genQ493	19058-8	1
genQ494	19058-9	1
genQ495	19058-10	1
genQ496	19061-0	1
genQ497	19061-1	1
genQ498	19061-2	1
genQ499	19065-0	1
genQ500	19065-1	1
genQ501	19065-2	1
genQ502	19065-3	1
genQ503	19065-4	1
genQ504	19065-5	1
genQ505	19065-6	1
genQ506	19065-7	1
genQ507	19065-8	1
genQ508	19065-9	1
genQ509	19065-10	1
genQ510	19076-0	1
genQ511	19076-1	1
genQ512	19076-2	1
genQ513	19078-0	1
genQ514	19078-1	1
genQ515	19078-2	1
genQ516	19078-3	1
genQ517	19078-4	1
genQ518	19078-5	1
genQ519	19082-0	1
genQ520	19082-1	1
genQ521	19082-2	1
genQ522	19082-3	1
genQ523	19082-4	1
genQ524	19082-5	1
genQ525	19105-0	1
genQ526	19105-1	1
genQ527	19105-2	1
genQ528	19105-3	1
genQ529	19105-4	1
genQ530	19105-5	1
genQ531	19105-6	1
genQ532	19105-7	1
genQ533	19113-0	1
genQ534	19113-1	1
genQ535	19113-2	1
genQ536	19113-3	1
genQ537	19113-4	1
genQ538	19113-5	1
genQ539	19113-6	1
genQ540	19113-7	1
genQ541	19125-0	1
genQ542	19125-1	1
genQ543	19125-2	1
genQ544	19125-3	1
genQ545	19125-4	1
genQ546	19125-5	1
genQ547	19125-6	1
genQ548	19125-7	1
genQ549	19125-8	1
genQ550	19125-9	1
genQ551	19125-10	1
genQ552	19125-11	1
genQ553	19135-0	1
genQ554	19135-1	1
genQ555	19135-2	1
genQ556	19135-3	1
genQ557	19135-4	1
genQ558	19135-5	1
genQ559	19135-6	1
genQ560	19135-7	1
genQ561	19135-8	1
genQ562	19135-9	1
genQ563	19136-0	1
genQ564	19136-1	1
genQ565	19136-2	1
genQ566	19136-3	1
genQ567	19136-4	1
genQ568	19136-5	1
genQ569	19136-6	1
genQ570	19136-7	1
genQ571	19167-0	1
genQ572	19170-0	1
genQ573	19170-1	1
genQ574	19170-2	1
genQ575	19170-3	1
genQ576	19170-4	1
genQ577	19170-5	1
genQ578	19187-0	1
genQ579	19187-1	1
genQ580	19187-2	1
genQ581	19187-3	1
genQ582	19187-4	1
genQ583	19187-5	1
genQ584	19194-0	1
genQ585	19195-0	1
genQ586	19203-0	1
genQ587	19203-1	1
genQ588	19203-2	1
genQ589	19204-0	1
genQ590	19205-0	1
genQ591	19208-0	1
genQ592	19208-1	1
genQ593	19208-2	1
genQ594	19210-0	1
genQ595	19211-0	1
genQ596	19212-0	1
genQ597	19236-0	1
genQ598	19236-1	1
genQ599	19237-0	1
genQ600	19237-1	1
genQ601	19241-0	1
genQ602	19242-0	1
genQ603	19242-1	1
genQ604	19242-2	1
genQ605	19243-0	1
genQ606	19245-0	1
genQ607	19245-1	1
genQ608	19245-2	1
genQ609	19245-3	1
genQ610	19245-4	1
genQ611	19256-0	1
genQ612	19256-1	1
genQ613	19263-0	1
genQ614	19270-0	1
genQ615	19273-0	1
genQ616	19326-0	1
genQ617	19326-1	1
genQ618	19327-0	1
genQ619	19327-1	1
genQ620	19327-2	1
genQ621	19327-3	1
genQ622	19327-4	1
genQ623	19336-0	1
genQ624	19336-1	1
genQ625	19336-2	1
genQ626	19339-0	1
genQ627	19339-1	1
genQ628	19339-2	1
genQ629	19339-3	1
genQ630	19343-0	1
genQ631	19343-1	1
genQ632	19343-2	1
genQ633	19343-3	1
genQ634	19343-4	1
genQ635	19343-5	1
genQ636	19343-6	1
genQ637	19343-7	1
genQ638	19343-8	1
genQ639	19343-9	1
genQ640	19343-10	1
genQ641	19343-11	1
genQ642	19343-12	1
genQ643	19348-0	1
genQ644	19349-0	1
genQ645	19350-0	1
genQ646	19351-0	1
genQ647	19352-0	1
genQ648	19353-0	1
genQ649	19353-1	1
genQ650	19356-0	1
genQ651	19357-0	1
genQ652	19357-1	1
genQ653	19364-0	1
genQ654	19365-0	1
genQ655	19377-0	1
genQ656	19377-1	1
genQ657	19378-0	1
genQ658	19378-1	1
genQ659	19378-2	1
genQ660	19380-0	1
genQ661	19381-0	1
genQ662	19382-0	1
genQ663	19383-0	1
genQ664	19383-1	1
genQ665	19385-0	1
genQ666	19385-1	1
genQ667	19385-2	1
genQ668	19385-3	1
genQ669	19385-4	1
genQ670	19385-5	1
genQ671	19385-6	1
genQ672	19385-7	1
genQ673	19396-0	1
genQ674	19396-1	1
genQ675	19396-2	1
genQ676	19398-0	1
genQ677	19399-0	1
genQ678	19399-1	1
genQ679	19400-0	1
genQ680	19400-1	1
genQ681	19400-2	1
genQ682	19403-0	1
genQ683	19403-1	1
genQ684	19414-0	1
genQ685	19417-0	1
genQ686	19418-0	1
genQ687	19419-0	1
genQ688	19420-0	1
genQ689	19421-0	1
genQ690	19422-0	1
genQ691	19422-1	1
genQ692	19423-0	1
genQ693	19439-0	1
genQ694	19453-0	1
genQ695	19453-1	1
genQ696	19454-0	1
genQ697	19454-1	1
genQ698	19457-0	1
genQ699	19459-0	1
genQ700	19459-1	1
genQ701	19459-2	1
genQ702	19476-0	1
genQ703	19477-0	1
genQ704	19484-0	1
genQ705	19485-0	1
genQ706	19485-1	1
genQ707	19487-0	1
genQ708	19487-1	1
genQ709	19487-2	1
genQ710	19487-3	1
genQ711	19487-4	1
genQ712	19487-5	1
genQ713	19487-6	1
genQ714	19487-7	1
genQ715	19494-0	1
genQ716	19495-0	1
genQ717	19495-1	1
genQ718	19496-0	1
genQ719	19498-0	1
genQ720	19498-1	1
genQ721	19504-0	1
genQ722	19505-0	1
genQ723	19509-0	1
genQ724	19511-0	1
genQ725	19512-0	1
genQ726	19514-0	1
genQ727	19516-0	1
genQ728	19516-1	1
genQ729	19517-0	1
genQ730	19517-1	1
genQ731	19517-2	1
genQ732	19517-3	1
genQ733	19532-0	1
genQ734	19532-1	1
genQ735	19534-0	1
genQ736	19534-1	1
genQ737	19535-0	1
genQ738	19535-1	1
genQ739	19539-0	1
genQ740	19540-0	1
genQ741	19540-1	1
genQ742	19555-0	1
genQ743	19555-1	1
genQ744	19555-2	1
genQ745	19556-0	1
genQ746	19556-1	1
genQ747	19557-0	1
genQ748	19580-0	1
genQ749	19620-0	1
genQ750	19621-0	1
genQ751	19621-1	1
genQ752	19621-2	1
genQ753	19622-0	1
genQ754	19624-0	1
genQ755	19637-0	1
genQ756	19638-0	1
genQ757	19639-0	1
genQ758	19639-1	1
genQ759	19640-0	1
genQ760	19654-0	1
genQ761	19654-1	1
genQ762	19688-0	1
genQ763	19688-1	1
genQ764	19690-0	1
genQ765	19734-0	1
genQ766	19737-0	1
genQ767	19737-1	1
genQ768	19737-2	1
genQ769	19737-3	1
genQ770	19739-0	1
genQ771	19739-1	1
genQ772	19739-2	1
genQ773	19740-0	1
genQ774	19748-0	1
genQ775	19748-1	1
genQ776	19761-0	1
genQ777	19761-1	1
genQ778	19763-0	1
genQ779	19766-0	1
genQ780	19769-0	1
genQ781	19819-0	1
genQ782	19820-0	1
genQ783	19820-1	1
genQ784	19830-0	1
genQ785	19830-1	1
genQ786	19830-2	1
genQ787	19849-0	1
genQ788	19875-0	1
genQ789	19884-0	1
genQ790	19884-1	1
genQ791	19884-2	1
genQ792	19884-3	1
genQ793	19884-4	1
genQ794	19884-5	1
genQ795	19884-6	1
genQ796	19884-7	1
genQ797	19884-8	1
genQ798	19884-9	1
genQ799	19884-10	1
genQ800	19884-11	1
genQ801	19942-0	1
genQ802	19943-0	1
genQ803	19943-1	1
genQ804	19943-2	1
genQ805	19943-3	1
genQ806	19962-0	1
genQ807	19966-0	1
genQ808	19966-1	1
genQ809	19967-0	1
genQ810	19967-1	1
genQ811	19968-0	1
genQ812	19968-1	1
genQ813	19969-0	1
genQ814	19970-0	1
genQ815	19976-0	1
genQ816	19983-0	1
genQ817	19983-1	1
genQ818	19991-0	1
genQ819	19992-0	1
genQ820	19993-0	1
genQ821	19994-0	1
genQ822	19995-0	1
genQ823	19996-0	1
genQ824	19997-0	1
genQ825	19997-1	1
genQ826	19998-0	1
genQ827	19999-0	1
genQ828	20000-0	1
genQ829	20000-1	1
genQ830	20000-2	1
genQ831	20000-3	1
genQ832	20000-4	1
genQ833	20003-0	1
genQ834	20004-0	1
genQ835	20004-1	1
genQ836	20004-2	1
genQ837	20009-0	1
genQ838	20011-0	1
genQ839	20011-1	1
genQ840	20012-0	1
genQ841	20012-1	1
genQ842	20012-2	1
genQ843	20012-3	1
genQ844	20012-4	1
genQ845	20013-0	1
genQ846	20013-1	1
genQ847	20013-2	1
genQ848	20014-0	1
genQ849	20015-0	1
genQ850	20015-1	1
genQ851	20052-0	1
genQ852	20053-0	1
genQ853	20054-0	1
genQ854	20055-0	1
genQ855	20055-1	1
genQ856	20066-0	1
genQ857	20068-0	1
genQ858	20068-1	1
genQ859	20070-0	1
genQ860	20070-1	1
genQ861	20071-0	1
genQ862	20072-0	1
genQ863	20073-0	1
genQ864	20074-0	1
genQ865	20075-0	1
genQ866	20076-0	1
genQ867	20076-1	1
genQ868	20077-0	1
genQ869	20078-0	1
genQ870	20079-0	1
genQ871	20079-1	1
genQ872	20079-2	1
genQ873	20079-3	1
genQ874	20079-4	1
genQ875	20079-5	1
genQ876	20080-0	1
genQ877	20080-1	1
genQ878	20081-0	1
genQ879	20082-0	1
genQ880	20084-0	1
genQ881	20084-1	1
genQ882	20084-2	1
genQ883	20085-0	1
genQ884	20085-1	1
genQ885	20086-0	1
genQ886	20087-0	1
genQ887	20087-1	1
genQ888	20087-2	1
genQ889	20088-0	1
genQ890	20088-1	1
genQ891	20089-0	1
genQ892	20089-1	1
genQ893	20090-0	1
genQ894	20091-0	1
genQ895	20091-1	1
genQ896	20091-2	1
genQ897	20091-3	1
genQ898	20092-0	1
genQ899	20092-1	1
genQ900	20092-2	1
genQ901	20092-3	1
genQ902	20093-0	1
genQ903	20094-0	1
genQ904	20095-0	1
genQ905	20096-0	1
genQ906	20096-1	1
genQ907	20096-2	1
genQ908	20096-3	1
genQ909	20097-0	1
genQ910	20098-0	1
genQ911	20099-0	1
genQ912	20100-0	1
genQ913	20101-0	1
genQ914	20102-0	1
genQ915	20102-1	1
genQ916	20103-0	1
genQ917	20104-0	1
genQ918	20104-1	1
genQ919	20105-0	1
genQ920	20105-1	1
genQ921	20105-2	1
genQ922	20106-0	1
genQ923	20107-0	1
genQ924	20110-0	1
genQ925	20111-0	1
genQ926	20112-0	1
genQ927	20113-0	1
genQ928	20113-1	1
genQ929	20115-0	1
genQ930	20115-1	1
genQ931	20116-0	1
genQ932	20117-0	1
genQ933	20124-0	1
genQ934	20125-0	1
genQ935	20133-0	1
genQ936	20135-0	1
genQ937	20135-1	1
genQ938	20135-2	1
genQ939	20136-0	1
genQ940	20136-1	1
genQ941	20136-2	1
genQ942	20138-0	1
genQ943	20138-1	1
genQ944	20140-0	1
genQ945	20140-1	1
genQ946	20140-2	1
genQ947	20140-3	1
genQ948	20141-0	1
genQ949	20142-0	1
genQ950	20143-0	1
genQ951	20144-0	1
genQ952	20145-0	1
genQ953	20146-0	1
genQ954	20147-0	1
genQ955	20147-1	1
genQ956	20147-2	1
genQ957	20157-0	1
genQ958	20163-0	1
genQ959	20163-1	1
genQ960	20163-2	1
genQ961	20163-3	1
genQ962	20169-0	1
genQ963	20170-0	1
genQ964	20171-0	1
genQ965	20172-0	1
genQ966	20172-1	1
genQ967	20172-2	1
genQ968	20172-3	1
genQ969	20172-4	1
genQ970	20172-5	1
genQ971	20172-6	1
genQ972	20172-7	1
genQ973	20172-8	1
genQ974	20172-9	1
genQ975	20172-10	1
genQ976	20172-11	1
genQ977	20172-12	1
genQ978	20172-13	1
genQ979	20172-14	1
genQ980	20172-15	1
genQ981	20172-16	1
genQ982	20172-17	1
genQ983	20172-18	1
genQ984	20172-19	1
genQ985	20172-20	1
genQ986	20172-21	1
genQ987	20172-22	1
genQ988	20172-23	1
genQ989	20172-24	1
genQ990	20172-25	1
genQ991	20172-26	1
genQ992	20172-27	1
genQ993	20172-28	1
genQ994	20172-29	1
genQ995	20172-30	1
genQ996	20172-31	1
genQ997	20172-32	1
genQ998	20172-33	1
genQ999	20172-34	1
genQ1000	20172-35	1
genQ1001	20172-36	1
genQ1002	20172-37	1
genQ1003	20172-38	1
genQ1004	20172-39	1
genQ1005	20172-40	1
genQ1006	20172-41	1
genQ1007	20172-42	1
genQ1008	20172-43	1
genQ1009	20172-44	1
genQ1010	20172-45	1
genQ1011	20172-46	1
genQ1012	20172-47	1
genQ1013	20172-48	1
genQ1014	20172-49	1
genQ1015	20172-50	1
genQ1016	20172-51	1
genQ1017	20172-52	1
genQ1018	20172-53	1
genQ1019	20172-54	1
genQ1020	20172-55	1
genQ1021	20172-56	1
genQ1022	20172-57	1
genQ1023	20172-58	1
genQ1024	20172-59	1
genQ1025	20172-60	1
genQ1026	20172-61	1
genQ1027	20172-62	1
genQ1028	20172-63	1
genQ1029	20172-64	1
genQ1030	20172-65	1
genQ1031	20172-66	1
genQ1032	20172-67	1
genQ1033	20172-68	1
genQ1034	20172-69	1
genQ1035	20172-70	1
genQ1036	20172-71	1
genQ1037	20189-0	1
genQ1038	20208-0	1
genQ1039	20208-1	1
genQ1040	20208-2	1
genQ1041	20208-3	1
genQ1042	20208-4	1
genQ1043	20213-0	1
genQ1044	20214-0	1
genQ1045	20237-0	1
genQ1046	20237-1	1
genQ1047	20237-2	1
genQ1048	20237-3	1
genQ1049	20237-4	1
genQ1050	20237-5	1
genQ1051	20262-0	1
genQ1052	20272-0	1
genQ1053	20280-0	1
genQ1054	20280-1	1
genQ1055	20280-2	1
genQ1056	20280-3	1
genQ1057	20282-0	1
genQ1058	20285-0	1
genQ1059	20285-1	1
genQ1060	20312-0	1
genQ1061	20322-0	1
genQ1062	20323-0	1
genQ1063	20323-1	1
genQ1064	20327-0	1
genQ1065	20337-0	1
genQ1066	20341-0	1
genQ1067	20375-0	1
genQ1068	20377-0	1
genQ1069	20378-0	1
genQ1070	20379-0	1
genQ1071	20382-0	1
genQ1072	20382-1	1
genQ1073	20382-2	1
genQ1074	20382-3	1
genQ1075	20412-0	1
genQ1076	20414-0	1
genQ1077	20414-1	1
genQ1078	20417-0	1
genQ1079	20488-0	1
genQ1080	20488-1	1
genQ1081	20491-0	1
genQ1082	20492-0	1
genQ1083	20493-0	1
genQ1084	20493-1	1
genQ1085	20493-2	1
genQ1086	20505-0	1
genQ1087	20507-0	1
genQ1088	20509-0	1
genQ1089	20509-1	1
genQ1090	20511-0	1
genQ1091	20511-1	1
genQ1092	20515-0	1
genQ1093	20515-1	1
genQ1094	20518-0	1
genQ1095	20522-0	1
genQ1096	20523-0	1
genQ1097	20526-0	1
genQ1098	20530-0	1
genQ1099	20530-1	1
genQ1100	20534-0	1
genQ1101	20539-0	1
genQ1102	20543-0	1
genQ1103	20549-0	1
genQ1104	20549-1	1
genQ1105	20549-2	1
genQ1106	20552-0	1
genQ1107	20552-1	1
genQ1108	20554-0	1
genQ1109	20554-1	1
genQ1110	20558-0	1
genQ1111	20561-0	1
genQ1112	20561-1	1
genQ1113	20561-2	1
genQ1114	20561-3	1
genQ1115	20561-4	1
genQ1116	20561-5	1
genQ1117	20561-6	1
genQ1118	20561-7	1
genQ1119	20565-0	1
genQ1120	20567-0	1
genQ1121	20567-1	1
genQ1122	20568-0	1
genQ1123	20569-0	1
genQ1124	20572-0	1
genQ1125	20574-0	1
genQ1126	20574-1	1
genQ1127	20574-2	1
genQ1128	20611-0	1
genQ1129	20611-1	1
genQ1130	20611-2	1
genQ1131	20618-0	1
genQ1132	20623-0	1
genQ1133	20623-1	1
genQ1134	20623-2	1
genQ1135	20623-3	1
genQ1136	20624-0	1
genQ1137	20628-0	1
genQ1138	20646-0	1
genQ1139	20649-0	1
genQ1140	20651-0	1
genQ1141	20653-0	1
genQ1142	20655-0	1
genQ1143	20660-0	1
genQ1144	20660-1	1
genQ1145	20660-2	1
genQ1146	20660-3	1
genQ1147	20660-4	1
genQ1148	20660-5	1
genQ1149	20660-6	1
genQ1150	20660-7	1
genQ1151	20660-8	1
