query-id	corpus-id	score
genQ563	42932-10	1
genQ564	42932-11	1
genQ565	42932-12	1
genQ566	42932-13	1
genQ567	42932-14	1
genQ568	42932-15	1
genQ569	42932-16	1
genQ570	42932-17	1
genQ571	42932-18	1
genQ572	42932-19	1
genQ573	42932-20	1
genQ574	42932-21	1
genQ575	42932-22	1
genQ576	42932-23	1
genQ577	42932-24	1
genQ578	42932-25	1
genQ579	42932-26	1
genQ580	42932-27	1
genQ581	42934-0	1
genQ582	42934-1	1
genQ583	42938-0	1
genQ584	42938-1	1
genQ585	42938-2	1
genQ586	42938-3	1
genQ587	42938-4	1
genQ588	42938-5	1
genQ589	42938-6	1
genQ590	42938-7	1
genQ591	42938-8	1
genQ592	42938-9	1
genQ593	42938-10	1
genQ594	42938-11	1
genQ595	42938-12	1
genQ596	42938-13	1
genQ597	42938-14	1
genQ598	42938-15	1
genQ599	42939-0	1
genQ600	42939-1	1
genQ601	42939-2	1
genQ602	42940-0	1
genQ603	42940-1	1
genQ604	42940-2	1
genQ605	42940-3	1
genQ606	42941-0	1
genQ607	42941-1	1
genQ608	42942-0	1
genQ609	42942-1	1
genQ610	42944-0	1
genQ611	42944-1	1
genQ612	42944-2	1
genQ613	42945-0	1
genQ614	42945-1	1
genQ615	42945-2	1
genQ616	42949-0	1
genQ617	42949-1	1
genQ618	42949-2	1
genQ619	42949-3	1
genQ620	42949-4	1
genQ621	42949-5	1
genQ622	42949-6	1
genQ623	42949-7	1
genQ624	42949-8	1
genQ625	42949-9	1
genQ626	42949-10	1
genQ627	42949-11	1
genQ628	42949-12	1
genQ629	42949-13	1
genQ630	42949-14	1
genQ631	42949-15	1
genQ632	42949-16	1
genQ633	42949-17	1
genQ634	42949-18	1
genQ635	42949-19	1
genQ636	42949-20	1
genQ637	42949-21	1
genQ638	42949-22	1
genQ639	42956-0	1
genQ640	42956-1	1
genQ641	42956-2	1
genQ642	42956-3	1
genQ643	42956-4	1
genQ644	42956-5	1
genQ645	42958-0	1
genQ646	42958-1	1
genQ647	42958-2	1
genQ648	42958-3	1
genQ649	42958-4	1
genQ650	42958-5	1
genQ651	42960-0	1
genQ652	42960-1	1
genQ653	42960-2	1
genQ654	42960-3	1
genQ655	42960-4	1
genQ656	42960-5	1
genQ657	42960-6	1
genQ658	42960-7	1
genQ659	42960-8	1
genQ660	42960-9	1
genQ661	42960-10	1
genQ662	42960-11	1
genQ663	42960-12	1
genQ664	42960-13	1
genQ665	42960-14	1
genQ666	42960-15	1
genQ667	42960-16	1
genQ668	42960-17	1
genQ669	42961-0	1
genQ670	42961-1	1
genQ671	42961-2	1
genQ672	42961-3	1
genQ673	42961-4	1
genQ674	42961-5	1
genQ675	42961-6	1
genQ676	42961-7	1
genQ677	42961-8	1
genQ678	42961-9	1
genQ679	42961-10	1
genQ680	42961-11	1
genQ681	42963-0	1
genQ682	42963-1	1
genQ683	42963-2	1
genQ684	42963-3	1
genQ685	42965-0	1
genQ686	42965-1	1
genQ687	42968-0	1
genQ688	42968-1	1
genQ689	42968-2	1
genQ690	42968-3	1
genQ691	42970-0	1
genQ692	42970-1	1
genQ693	42970-2	1
genQ694	42971-0	1
genQ695	42971-1	1
genQ696	42972-0	1
genQ697	42972-1	1
genQ698	42973-0	1
genQ699	42973-1	1
genQ700	42973-2	1
genQ701	42976-0	1
genQ702	42976-1	1
genQ703	42976-2	1
genQ704	42976-3	1
genQ705	42976-4	1
genQ706	42977-0	1
genQ707	42977-1	1
genQ708	42978-0	1
genQ709	42978-1	1
genQ710	42978-2	1
genQ711	42978-3	1
genQ712	42980-0	1
genQ713	42980-1	1
genQ714	42981-0	1
genQ715	42981-1	1
genQ716	42981-2	1
genQ717	42981-3	1
genQ718	42981-4	1
genQ719	42982-0	1
genQ720	42982-1	1
genQ721	42982-2	1
genQ722	42982-3	1
genQ723	42984-0	1
genQ724	42984-1	1
genQ725	42984-2	1
genQ726	42984-3	1
genQ727	42989-0	1
genQ728	42989-1	1
genQ729	42989-2	1
genQ730	42989-3	1
genQ731	42995-0	1
genQ732	42995-1	1
genQ733	42995-2	1
genQ734	42995-3	1
genQ735	42995-4	1
genQ736	42995-5	1
genQ737	42995-6	1
genQ738	42995-7	1
genQ739	42995-8	1
genQ740	42995-9	1
genQ741	42995-10	1
genQ742	42995-11	1
genQ743	42995-12	1
genQ744	42995-13	1
genQ745	42995-14	1
genQ746	42995-15	1
genQ747	42995-16	1
genQ748	42999-0	1
genQ749	42999-1	1
genQ750	42999-2	1
genQ751	42999-3	1
genQ752	42999-4	1
genQ753	42999-5	1
genQ754	42999-6	1
genQ755	42999-7	1
genQ756	42999-8	1
genQ757	42999-9	1
genQ758	43001-0	1
genQ759	43001-1	1
genQ760	43001-2	1
genQ761	43001-3	1
genQ762	43001-4	1
genQ763	43003-0	1
genQ764	43003-1	1
genQ765	43003-2	1
genQ766	43003-3	1
genQ767	43003-4	1
genQ768	43003-5	1
genQ769	43003-6	1
genQ770	43007-0	1
genQ771	43007-1	1
genQ772	43007-2	1
genQ773	43007-3	1
genQ774	43008-0	1
genQ775	43008-1	1
genQ776	43008-2	1
genQ777	43008-3	1
genQ778	43008-4	1
genQ779	43010-0	1
genQ780	43010-1	1
genQ781	43010-2	1
genQ782	43010-3	1
genQ783	43010-4	1
genQ784	43010-5	1
genQ785	43010-6	1
genQ786	43010-7	1
genQ787	43010-8	1
genQ788	43012-0	1
genQ789	43012-1	1
genQ790	43012-2	1
genQ791	43057-0	1
genQ792	43057-1	1
genQ793	43057-2	1
genQ794	43057-3	1
genQ795	43057-4	1
genQ796	43057-5	1
genQ797	43057-6	1
genQ798	43063-0	1
genQ799	43063-1	1
genQ800	43063-2	1
genQ801	43063-3	1
genQ802	43063-4	1
genQ803	43063-5	1
genQ804	43063-6	1
genQ805	43063-7	1
genQ806	43063-8	1
genQ807	43063-9	1
genQ808	43063-10	1
genQ809	43063-11	1
genQ810	43063-12	1
genQ811	43063-13	1
genQ812	43063-14	1
genQ813	43063-15	1
genQ814	43063-16	1
genQ815	43063-17	1
genQ816	43063-18	1
genQ817	43063-19	1
genQ818	43063-20	1
genQ819	43063-21	1
genQ820	43063-22	1
genQ821	43063-23	1
genQ822	43063-24	1
genQ823	43063-25	1
genQ824	43063-26	1
genQ825	43063-27	1
genQ826	43063-28	1
genQ827	43063-29	1
genQ828	43063-30	1
genQ829	43063-31	1
genQ830	43064-0	1
genQ831	43066-0	1
genQ832	43066-1	1
genQ833	43066-2	1
genQ834	43066-3	1
genQ835	43066-4	1
genQ836	43066-5	1
genQ837	43066-6	1
genQ838	43066-7	1
genQ839	43066-8	1
genQ840	43066-9	1
genQ841	43068-0	1
genQ842	43068-1	1
genQ843	43068-2	1
genQ844	43068-3	1
genQ845	43068-4	1
genQ846	43068-5	1
genQ847	43068-6	1
genQ848	43068-7	1
genQ849	43068-8	1
genQ850	43068-9	1
genQ851	43068-10	1
genQ852	43068-11	1
genQ853	43075-0	1
genQ854	43075-1	1
genQ855	43075-2	1
genQ856	43075-3	1
genQ857	43075-4	1
genQ858	43075-5	1
genQ859	43075-6	1
genQ860	43075-7	1
genQ861	43075-8	1
genQ862	43075-9	1
genQ863	43075-10	1
genQ864	43075-11	1
genQ865	43075-12	1
genQ866	43075-13	1
genQ867	43075-14	1
genQ868	43075-15	1
genQ869	43075-16	1
genQ870	43075-17	1
genQ871	43075-18	1
genQ872	43075-19	1
genQ873	43075-20	1
genQ874	43075-21	1
genQ875	43075-22	1
genQ876	43075-23	1
genQ877	43075-24	1
genQ878	43075-25	1
genQ879	43075-26	1
genQ880	43075-27	1
genQ881	43075-28	1
genQ882	43082-0	1
genQ883	43082-1	1
genQ884	43082-2	1
genQ885	43082-3	1
genQ886	43082-4	1
genQ887	43082-5	1
genQ888	43082-6	1
genQ889	43082-7	1
genQ890	43082-8	1
genQ891	43085-0	1
genQ892	43085-1	1
genQ893	43085-2	1
genQ894	43085-3	1
genQ895	43085-4	1
genQ896	43085-5	1
genQ897	43085-6	1
genQ898	43085-7	1
genQ899	43104-0	1
genQ900	43104-1	1
genQ901	43104-2	1
genQ902	43104-3	1
genQ903	43104-4	1
genQ904	43104-5	1
genQ905	43104-6	1
genQ906	43104-7	1
genQ907	43104-8	1
genQ908	43108-0	1
genQ909	43108-1	1
genQ910	43108-2	1
genQ911	43108-3	1
genQ912	43108-4	1
genQ913	43108-5	1
genQ914	43108-6	1
genQ915	43108-7	1
genQ916	43112-0	1
genQ917	43112-1	1
genQ918	43112-2	1
genQ919	43112-3	1
genQ920	43112-4	1
genQ921	43112-5	1
genQ922	43112-6	1
genQ923	43112-7	1
genQ924	43113-0	1
genQ925	43114-0	1
genQ926	43115-0	1
genQ927	43115-1	1
genQ928	43115-2	1
genQ929	43115-3	1
genQ930	43115-4	1
genQ931	43115-5	1
genQ932	43115-6	1
genQ933	43115-7	1
genQ934	43117-0	1
genQ935	43119-0	1
genQ936	43119-1	1
genQ937	43119-2	1
genQ938	43119-3	1
genQ939	43119-4	1
genQ940	43119-5	1
genQ941	43121-0	1
genQ942	43121-1	1
genQ943	43121-2	1
genQ944	43121-3	1
genQ945	43121-4	1
genQ946	43121-5	1
genQ947	43121-6	1
genQ948	43121-7	1
genQ949	43122-0	1
genQ950	43122-1	1
genQ951	43122-2	1
genQ952	43122-3	1
genQ953	43122-4	1
genQ954	43122-5	1
genQ955	43122-6	1
genQ956	43122-7	1
genQ957	43122-8	1
genQ958	43124-0	1
genQ959	43124-1	1
genQ960	43124-2	1
genQ961	43124-3	1
genQ962	43124-4	1
genQ963	43124-5	1
genQ964	43124-6	1
genQ965	43126-0	1
genQ966	43126-1	1
genQ967	43126-2	1
genQ968	43126-3	1
genQ969	43126-4	1
genQ970	43131-0	1
genQ971	43131-1	1
genQ972	43131-2	1
genQ973	43131-3	1
genQ974	43131-4	1
genQ975	43131-5	1
genQ976	43131-6	1
genQ977	43131-7	1
genQ978	43131-8	1
genQ979	43131-9	1
genQ980	43131-10	1
genQ981	43131-11	1
genQ982	43131-12	1
genQ983	43131-13	1
genQ984	43131-14	1
genQ985	43131-15	1
genQ986	43131-16	1
genQ987	43131-17	1
genQ988	43131-18	1
genQ989	43131-19	1
genQ990	43131-20	1
genQ991	43131-21	1
genQ992	43131-22	1
genQ993	43131-23	1
genQ994	43131-24	1
genQ995	43131-25	1
genQ996	43131-26	1
genQ997	43131-27	1
genQ998	43131-28	1
genQ999	43131-29	1
genQ1000	43131-30	1
genQ1001	43131-31	1
genQ1002	43131-32	1
genQ1003	43131-33	1
genQ1004	43131-34	1
genQ1005	43131-35	1
genQ1006	43131-36	1
genQ1007	43131-37	1
genQ1008	43131-38	1
genQ1009	43131-39	1
genQ1010	43131-40	1
genQ1011	43131-41	1
genQ1012	43131-42	1
genQ1013	43131-43	1
genQ1014	43131-44	1
genQ1015	43131-45	1
genQ1016	43131-46	1
genQ1017	43131-47	1
genQ1018	43131-48	1
genQ1019	43131-49	1
genQ1020	43131-50	1
genQ1021	43131-51	1
genQ1022	43131-52	1
genQ1023	43131-53	1
genQ1024	43131-54	1
genQ1025	43131-55	1
genQ1026	43131-56	1
genQ1027	43131-57	1
genQ1028	43131-58	1
genQ1029	43131-59	1
genQ1030	43131-60	1
genQ1031	43131-61	1
genQ1032	43131-62	1
genQ1033	43131-63	1
genQ1034	43131-64	1
genQ1035	43131-65	1
genQ1036	43131-66	1
genQ1037	43131-67	1
genQ1038	43131-68	1
genQ1039	43131-69	1
genQ1040	43131-70	1
genQ1041	43131-71	1
genQ1042	43131-72	1
genQ1043	43131-73	1
genQ1044	43131-74	1
genQ1045	43131-75	1
genQ1046	43131-76	1
genQ1047	43131-77	1
genQ1048	43131-78	1
genQ1049	43131-79	1
genQ1050	43131-80	1
genQ1051	43131-81	1
genQ1052	43131-82	1
genQ1053	43131-83	1
genQ1054	43131-84	1
genQ1055	43131-85	1
genQ1056	43131-86	1
genQ1057	43131-87	1
genQ1058	43131-88	1
genQ1059	43131-89	1
genQ1060	43131-90	1
genQ1061	43131-91	1
genQ1062	43131-92	1
genQ1063	43131-93	1
genQ1064	43131-94	1
genQ1065	43131-95	1
genQ1066	43131-96	1
genQ1067	43131-97	1
genQ1068	43131-98	1
genQ1069	43131-99	1
genQ1070	43131-100	1
genQ1071	43131-101	1
genQ1072	43131-102	1
genQ1073	43131-103	1
genQ1074	43131-104	1
genQ1075	43131-105	1
genQ1076	43131-106	1
genQ1077	43131-107	1
genQ1078	43131-108	1
genQ1079	43131-109	1
genQ1080	43131-110	1
genQ1081	43131-111	1
genQ1082	43131-112	1
genQ1083	43136-0	1
genQ1084	43136-1	1
genQ1085	43136-2	1
genQ1086	43136-3	1
genQ1087	43136-4	1
genQ1088	43136-5	1
genQ1089	43136-6	1
genQ1090	43140-0	1
genQ1091	43140-1	1
genQ1092	43140-2	1
genQ1093	43140-3	1
genQ1094	43140-4	1
genQ1095	43140-5	1
genQ1096	43140-6	1
genQ1097	43140-7	1
genQ1098	43140-8	1
genQ1099	43140-9	1
genQ1100	43141-0	1
genQ1101	43141-1	1
genQ1102	43141-2	1
genQ1103	43141-3	1
genQ1104	43141-4	1
genQ1105	43141-5	1
genQ1106	43141-6	1
genQ1107	43141-7	1
genQ1108	43142-0	1
genQ1109	43143-0	1
genQ1110	43143-1	1
genQ1111	43143-2	1
genQ1112	43143-3	1
genQ1113	43144-0	1
genQ1114	43144-1	1
genQ1115	43144-2	1
genQ1116	43144-3	1
genQ1117	43144-4	1
genQ1118	43147-0	1
genQ1119	43147-1	1
genQ1120	43147-2	1
genQ1121	43147-3	1
genQ1122	43147-4	1
genQ1123	43147-5	1
genQ1124	43147-6	1
genQ1125	43147-7	1
genQ1126	43148-0	1
genQ1127	43148-1	1
genQ1128	43148-2	1
genQ1129	43148-3	1
genQ1130	43148-4	1
genQ1131	43148-5	1
genQ1132	43148-6	1
genQ1133	43151-0	1
genQ1134	43151-1	1
genQ1135	43151-2	1
genQ1136	43151-3	1
genQ1137	43151-4	1
genQ1138	43151-5	1
genQ1139	43151-6	1
genQ1140	43151-7	1
genQ1141	43151-8	1
genQ1142	43151-9	1
genQ1143	43151-10	1
genQ1144	43151-11	1
genQ1145	43151-12	1
genQ1146	43151-13	1
genQ1147	43165-0	1
genQ1148	43165-1	1
genQ1149	43165-2	1
genQ1150	43165-3	1
genQ1151	43165-4	1
